Enzyme(s),Experimental_size_range,Theoretical_size_range,Score,%_max_Score,NF/1000,Cost_Reduction_Factor,Enrichment_Value,Robustness,C_Score|C_NF/1000,Number_of_sites
(BseGI OR BtsCI) AND (XbaI),257_937,100_780,363.0,25.05,3779.829,9.61,4.01756552770158,0.984706877563637,0.25|0.2,363
(AlwI OR BspPI) AND (BseGI OR BtsCI),297_817,140_660,386.0,26.64,4019.448,9.04,4.01757910985186,0.971485054168590,0.25|0.2,386
(AgsI) AND (Bse1I OR BseNI OR BsrI),357_657,200_500,366.0,25.26,3811.37,9.53,4.01760002584387,0.972806838666080,0.25|0.2,366
(HindIII) AND (TscAI OR TspRI),277_717,120_560,397.0,27.4,4134.654,8.79,4.01764866560721,0.957473611834037,0.25|0.2,397
(CspAI) AND (BstKTI),257_817,100_660,374.0,25.81,3895.648,9.33,4.01770810612829,0.985551071378594,0.25|0.2,374
(BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I) AND (MaeIII),317_877,160_720,366.0,25.26,3812.678,9.53,4.01774904305570,0.972809401145575,0.25|0.2,366
(Eam1104I) AND (BstKTI),277_617,120_460,390.0,26.92,4062.983,8.94,4.01778039816439,0.983399525607832,0.25|0.2,390
(MaeIII) AND (PpuMI OR Psp5II),317_877,160_720,394.0,27.19,4105.023,8.85,4.01781937294172,0.978151849910220,0.25|0.2,394
(BspCNI) AND (MnlI),277_357,120_200,372.0,25.67,3877.264,9.37,4.01798243291788,0.910060536925479,0.25|0.2,372
(Alw21I OR BsiHKAI) AND (BfaI OR FspBI OR MaeI OR SspMI OR XspI),277_597,120_440,421.0,29.05,4387.989,8.28,4.01798343436024,0.979643859363367,0.25|0.2,421
(CsiI OR MabI OR SexAI) AND (MboII),257_517,100_360,374.0,25.81,3898.744,9.32,4.01805311720463,0.958919540730445,0.25|0.2,374
(BstYI OR PsuI) AND (CviAII),377_897,220_740,379.0,26.16,3951.047,9.2,4.01807298592933,0.981614644308626,0.25|0.2,379
(MboII) AND (PaeI OR SphI),257_517,100_360,390.0,26.92,4065.755,8.94,4.01807659773448,0.958879488079825,0.25|0.2,390
(BamHI) AND (MboII),257_517,100_360,387.0,26.71,4034.532,9.01,4.01808219941578,0.963201953723431,0.25|0.2,387
(AflIII) AND (Bse1I OR BseNI OR BsrI),317_1037,160_880,375.0,25.88,3909.543,9.3,4.01809472645131,0.987321290189850,0.25|0.2,375
(BtsI) AND (MnlI),277_377,120_220,395.0,27.26,4118.605,8.82,4.01815304676786,0.970614591018953,0.25|0.2,395
(BccI) AND (Bpu10I),277_957,120_800,404.0,27.88,4212.711,8.63,4.01818030160933,0.972576145232151,0.25|0.2,404
(HpyCH4V) AND (TscAI OR TspRI),337_537,180_380,365.0,25.19,3806.295,9.55,4.01820958000617,0.976037007038243,0.25|0.2,365
(BstYI OR PsuI) AND (BtsIMutI),277_537,120_380,381.0,26.29,3973.931,9.14,4.01829534643904,0.965860658198564,0.25|0.2,381
(AlwI OR BspPI) AND (CviAII),377_917,220_760,381.0,26.29,3974.166,9.14,4.01832102785770,0.981196948612522,0.25|0.2,381
(AluBI OR AluI) AND (MluCI OR Sse9I OR TasI),317_777,160_620,464.0,32.02,4840.064,7.51,4.01833312378851,0.959782250562800,0.25|0.2,464
(BplI) AND (BseGI OR BtsCI),257_1077,100_920,371.0,25.6,3870.625,9.39,4.01840718773860,0.979736799124820,0.25|0.2,371
(Bse1I OR BseNI OR BsrI) AND (Eco32I),277_1037,120_880,373.0,25.74,3891.881,9.34,4.01845072079650,0.986721581115528,0.25|0.2,373
(BlpI OR Bpu1102I) AND (BtsIMutI),277_717,120_560,377.0,26.02,3934.622,9.24,4.01856166572703,0.982636131494350,0.25|0.2,377
(BstKTI) AND (CsiI OR MabI OR SexAI),257_817,100_660,388.0,26.78,4049.58,8.97,4.01857825733873,0.991087672286610,0.25|0.2,388
(BstYI OR PsuI) AND (TscAI OR TspRI),277_537,120_380,381.0,26.29,3977.426,9.14,4.01867713267050,0.959890396969817,0.25|0.2,381
(BseGI OR BtsCI) AND (SacI OR SstI),257_1057,100_900,371.0,25.6,3873.468,9.38,4.01872606285219,0.981090501358148,0.25|0.2,371
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (NspI OR XceI),317_617,160_460,370.0,25.53,3864.092,9.4,4.01884573389817,0.969324620617224,0.25|0.2,370
(BstDEI OR DdeI OR HpyF3I) AND (FatI),297_397,140_240,368.0,25.4,3843.361,9.46,4.01886336020787,0.965755513823844,0.25|0.2,368
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (CsiI OR MabI OR SexAI),337_977,180_820,375.0,25.88,3916.773,9.28,4.01889713463349,0.976148443907662,0.25|0.2,375
(BsmI OR Mva1269I) AND (MnlI),277_377,120_220,398.0,27.47,4157.021,8.74,4.01889914636110,0.966150172718047,0.25|0.2,398
(AgsI) AND (AluBI OR AluI),297_417,140_260,402.0,27.74,4199.125,8.65,4.01893274987026,0.935109223017188,0.25|0.2,402
(MnlI) AND (PvuII),257_357,100_200,477.0,32.92,4983.304,7.29,4.01899900251091,0.946338645258602,0.25|0.2,477
(AxyI OR Bse21I OR Bsu36I OR Eco81I) AND (FokI),237_897,80_740,363.0,25.05,3792.515,9.58,4.01902068212980,0.978481303148854,0.25|0.2,363
(MnlI) AND (PflFI OR PsyI OR Tth111I),277_377,120_220,389.0,26.85,4064.261,8.94,4.01903198850628,0.967774181366467,0.25|0.2,389
(BseGI OR BtsCI) AND (BstYI OR PsuI),297_1117,140_960,438.0,30.23,4577.182,7.94,4.01912407088196,0.978791917665454,0.25|0.2,438
(BbvI OR BseXI OR Lsp1109I) AND (Tru9I),277_377,120_220,377.0,26.02,3939.73,9.22,4.01912510930301,0.938261412582442,0.25|0.2,377
(BbvI OR BseXI OR Lsp1109I) AND (MseI OR SaqAI OR Tru1I),277_377,120_220,377.0,26.02,3939.73,9.22,4.01912510930301,0.938261412582442,0.25|0.2,377
(BaeGI OR BseSI) AND (BseGI OR BtsCI),257_1057,100_900,436.0,30.09,4557.417,7.97,4.01923227872870,0.980787497412915,0.25|0.2,436
(Bse1I OR BseNI OR BsrI) AND (Bsp1407I OR BsrGI),277_917,120_760,367.0,25.33,3836.515,9.47,4.01927083629183,0.988596206581434,0.25|0.2,367
(MboII) AND (MluCI OR Sse9I OR TasI),337_957,180_800,409.0,28.23,4275.872,8.5,4.01930138793872,0.987427296337440,0.25|0.2,409
(BseGI OR BtsCI) AND (MseI OR SaqAI OR Tru1I),317_477,160_320,375.0,25.88,3921.044,9.27,4.01937044803589,0.975566832919642,0.25|0.2,375
(BseGI OR BtsCI) AND (Tru9I),317_477,160_320,375.0,25.88,3921.044,9.27,4.01937044803589,0.975566832919642,0.25|0.2,375
(MaeIII) AND (PacI),277_797,120_640,363.0,25.05,3797.326,9.57,4.01957125783548,0.981664798642573,0.25|0.2,363
(BglII) AND (FokI),277_1137,120_980,383.0,26.43,4006.581,9.07,4.01957515321512,0.992922756498929,0.25|0.2,383
(CspAI) AND (TscAI OR TspRI),277_857,120_700,394.0,27.19,4122.174,8.82,4.01963009789442,0.964011142144338,0.25|0.2,394
(Bsp19I OR NcoI) AND (FokI),277_1157,120_1000,369.0,25.47,3861.118,9.41,4.01968670818340,0.994941547578222,0.25|0.2,369
(BstMBI OR DpnII OR MboI) AND (BstKTI),257_817,100_660,363.0,25.05,3799.521,9.56,4.01982222416777,0.992635508242757,0.25|0.2,363
(BsaJI OR BseDI) AND (CviAII),277_377,120_220,383.0,26.43,4009.221,9.06,4.01986122252513,0.942873345879076,0.25|0.2,383
(Csp6I OR CviQI) AND (MlyI OR SchI),257_497,100_340,364.0,25.12,3810.541,9.54,4.01988525518541,0.955469577195141,0.25|0.2,364
(HphI) AND (TatI),317_977,160_820,388.0,26.78,4061.845,8.95,4.01989162111391,0.978880060575292,0.25|0.2,388
(BstXI) AND (MnlI),277_377,120_220,396.0,27.33,4145.915,8.77,4.01992520797093,0.967893969624458,0.25|0.2,396
(BstKTI) AND (BtsI),277_817,120_660,423.0,29.19,4430.133,8.2,4.02007639729025,0.980087653438718,0.25|0.2,423
(BseMI OR BsrDI) AND (TscAI OR TspRI),277_637,120_480,372.0,25.67,3896.185,9.33,4.02009663013465,0.973134439884794,0.25|0.2,372
(BstKTI) AND (BstYI OR PsuI),257_817,100_660,366.0,25.26,3833.359,9.48,4.02009840811460,0.990822268588143,0.25|0.2,366
(BciVI OR BfuI) AND (MaeIII),277_777,120_620,392.0,27.05,4105.676,8.85,4.02009860695612,0.976108760017150,0.25|0.2,392
(BstMBI OR DpnII OR MboI) AND (BtsI),277_817,120_660,423.0,29.19,4430.38,8.2,4.02010061050162,0.982518639369368,0.25|0.2,423
(BglII) AND (MlyI OR SchI),177_1117,20_960,363.0,25.05,3802.407,9.56,4.02015197576105,0.985651428737914,0.25|0.2,363
(MseI OR SaqAI OR Tru1I) AND (TspDTI),357_1157,200_1000,364.0,25.12,3813.173,9.53,4.02018512559550,0.998255160273356,0.25|0.2,364
(Tru9I) AND (TspDTI),357_1157,200_1000,364.0,25.12,3813.173,9.53,4.02018512559550,0.998255160273356,0.25|0.2,364
(BseMII) AND (MnlI),277_357,120_200,370.0,25.53,3876.271,9.38,4.02021240800894,0.910213857837816,0.25|0.2,370
(NspI OR XceI) AND (Tsp45I),277_877,120_720,368.0,25.4,3856.966,9.42,4.02039799180843,0.972425705858325,0.25|0.2,368
(AlwNI OR CaiI OR PstNI) AND (BseGI OR BtsCI),297_1097,140_940,363.0,25.05,3805.603,9.55,4.02051685573513,0.974261438624660,0.25|0.2,363
(DraI) AND (FaeI OR Hin1II OR Hsp92II OR NlaIII),377_917,220_760,368.0,25.4,3859.594,9.42,4.02069380391708,0.977844808600718,0.25|0.2,368
(Bse1I OR BseNI OR BsrI) AND (NspI OR XceI),317_917,160_760,414.0,28.57,4343.038,8.37,4.02079328817642,0.963119655590983,0.25|0.2,414
(BsiSI OR MspI) AND (CviAII),297_537,140_380,440.0,30.37,4616.208,7.87,4.02083269281596,0.964872036941533,0.25|0.2,440
(BtsIMutI) AND (CsiI OR MabI OR SexAI),277_857,120_700,404.0,27.88,4239.581,8.57,4.02094157205296,0.980033965795320,0.25|0.2,404
(BsiSI OR MspI) AND (FaeI OR Hin1II OR Hsp92II OR NlaIII),297_577,140_420,471.0,32.51,4943.371,7.35,4.02100229835646,0.974859259581007,0.25|0.2,471
(AcuI OR Eco57I) AND (BfmI OR BstSFI OR SfcI),257_1097,100_940,365.0,25.19,3831.676,9.48,4.02109591430047,0.995154108555907,0.25|0.2,365
(MboII) AND (MfeI OR MunI),277_557,120_400,365.0,25.19,3831.752,9.48,4.02110452829948,0.977440686621892,0.25|0.2,365
(BtsIMutI) AND (PasI),277_717,120_560,371.0,25.6,3894.971,9.33,4.02113031886674,0.976947287864390,0.25|0.2,371
(BstENI OR EcoNI OR XagI) AND (MaeIII),277_737,120_580,375.0,25.88,3937.294,9.23,4.02116657729124,0.985945900958071,0.25|0.2,375
(Bse1I OR BseNI OR BsrI) AND (PciI OR PscI),317_1097,160_940,365.0,25.19,3832.532,9.48,4.02119292525791,0.988813001158730,0.25|0.2,365
(BstDEI OR DdeI OR HpyF3I) AND (CviAII),297_397,140_240,366.0,25.26,3843.303,9.46,4.02122353951768,0.961396083390859,0.25|0.2,366
(BfmI OR BstSFI OR SfcI) AND (MboII),257_417,100_260,380.0,26.22,3990.991,9.11,4.02129715179995,0.971712506765560,0.25|0.2,380
(BseRI) AND (MaeIII),277_577,120_420,364.0,25.12,3823.895,9.5,4.02140457486435,0.972475761443017,0.25|0.2,364
(BsaJI OR BseDI) AND (BstDEI OR DdeI OR HpyF3I),277_377,120_220,387.0,26.71,4066.13,8.94,4.02147029452170,0.940645988670477,0.25|0.2,387
(MnlI) AND (PciI OR PscI),317_497,160_340,378.0,26.09,3972.19,9.15,4.02153821389802,0.954192433872000,0.25|0.2,378
(BspMI) AND (HpyCH4V),337_657,180_500,381.0,26.29,4004.255,9.08,4.02159675086557,0.987372274678544,0.25|0.2,381
(MboII) AND (SmiI OR SwaI),257_517,100_360,365.0,25.19,3836.267,9.47,4.02161596151643,0.961268241081923,0.25|0.2,365
(AanI OR PsiI) AND (Bse1I OR BseNI OR BsrI),317_1037,160_880,370.0,25.53,3889.822,9.34,4.02172800420306,0.989026138616504,0.25|0.2,370
(BstEII OR BstPI OR Eco91I OR EcoO65I) AND (MboII),277_557,120_400,364.0,25.12,3827.132,9.5,4.02177205790206,0.977147574286458,0.25|0.2,364
(XmnI) AND (MaeIII),277_697,120_540,367.0,25.33,3859.139,9.42,4.02182435719202,0.984982731580002,0.25|0.2,367
(FalI) AND (MnlI),257_357,100_200,477.0,32.92,5015.861,7.25,4.02182711374079,0.942402823655779,0.25|0.2,477
(SfuI) AND (BstMBI OR DpnII OR MboI),257_817,100_660,373.0,25.74,3922.678,9.26,4.02187382794903,0.986715418449209,0.25|0.2,373
(BsaJI OR BseDI) AND (FaeI OR Hin1II OR Hsp92II OR NlaIII),297_417,140_260,369.0,25.47,3882.082,9.36,4.02203833845624,0.953506483300482,0.25|0.2,369
(KpnI) AND (TscAI OR TspRI),277_857,120_700,403.0,27.81,4239.997,8.57,4.02206050316768,0.963960010443963,0.25|0.2,403
(BstYI OR PsuI) AND (FokI),297_797,140_640,372.0,25.67,3914.232,9.28,4.02210362322184,0.964678957783818,0.25|0.2,372
(BssAI) AND (BstKTI),257_817,100_660,384.0,26.5,4040.783,8.99,4.02213430401794,0.988833467590059,0.25|0.2,384
(Eam1105I) AND (MboII),257_517,100_360,370.0,25.53,3894.643,9.33,4.02226593043561,0.957972622546748,0.25|0.2,370
(Bse1I OR BseNI OR BsrI) AND (MaeIII),277_457,120_300,376.0,25.95,3958.015,9.18,4.02228959082571,0.976472797623351,0.25|0.2,376
(AccB7I OR PflMI OR Van91I) AND (MnlI),277_377,120_220,396.0,27.33,4168.844,8.72,4.02232045801182,0.971047341063394,0.25|0.2,396
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (SmlI OR SmoI),317_637,160_480,363.0,25.05,3822.788,9.51,4.02247358902187,0.971292293786459,0.25|0.2,363
(AcuI OR Eco57I) AND (BstMBI OR DpnII OR MboI),297_817,140_660,426.0,29.4,4486.494,8.1,4.02249749218218,0.974369237737205,0.25|0.2,426
(Bse1I OR BseNI OR BsrI) AND (BseMI OR BsrDI),277_977,120_820,404.0,27.88,4255.129,8.54,4.02253136573513,0.983833077200373,0.25|0.2,404
(HphI) AND (BseGI OR BtsCI),297_617,140_460,368.0,25.4,3876.118,9.38,4.02254917105939,0.960664048489100,0.25|0.2,368
(BccI) AND (MlyI OR SchI),357_957,200_800,367.0,25.33,3865.792,9.4,4.02257241873522,0.986353903086364,0.25|0.2,367
(AlwI OR BspPI) AND (BfaI OR FspBI OR MaeI OR SspMI OR XspI),317_617,160_460,370.0,25.53,3897.964,9.32,4.02263609976706,0.976953053904996,0.25|0.2,370
(BamHI) AND (FokI),217_897,60_740,366.0,25.26,3857.534,9.42,4.02282867719491,0.979049498631600,0.25|0.2,366
(MssI) AND (TscAI OR TspRI),277_857,120_700,389.0,26.85,4100.106,8.86,4.02284548335013,0.963541898719544,0.25|0.2,389
(AgsI) AND (BssT1I OR Eco130I OR EcoT14I OR ErhI OR StyI),357_757,200_600,376.0,25.95,3963.257,9.17,4.02286439043023,0.965381664263452,0.25|0.2,376
(SfuI) AND (BstKTI),257_817,100_660,372.0,25.67,3922.656,9.26,4.02303728416598,0.986715818112782,0.25|0.2,372
(MboII) AND (PasI),257_517,100_360,383.0,26.43,4038.817,9.0,4.02305540163496,0.958277508096062,0.25|0.2,383
(Eco32I) AND (MaeIII),277_777,120_620,368.0,25.4,3880.901,9.36,4.02308474555526,0.974351941159138,0.25|0.2,368
(Bse1I OR BseNI OR BsrI) AND (DraI),317_897,160_740,396.0,27.33,4176.741,8.7,4.02314235954352,0.971765509125177,0.25|0.2,396
(BpuEI) AND (MaeIII),317_777,160_620,365.0,25.19,3850.342,9.44,4.02320644222507,0.982264959113709,0.25|0.2,365
(MaeIII) AND (PciI OR PscI),277_777,120_620,395.0,27.26,4167.227,8.72,4.02325006265713,0.980757695924358,0.25|0.2,395
(AxyI OR Bse21I OR Bsu36I OR Eco81I) AND (MboII),257_517,100_360,395.0,27.26,4167.828,8.72,4.02331269235402,0.967171419150743,0.25|0.2,395
(BseGI OR BtsCI) AND (BseRI),297_1137,140_980,396.0,27.33,4179.403,8.7,4.02341906419340,0.977954496606599,0.25|0.2,396
(AcuI OR Eco57I) AND (BstKTI),297_817,140_660,425.0,29.33,4486.794,8.1,4.02354720038826,0.976344210860426,0.25|0.2,425
(CspAI) AND (MaeIII),257_777,100_620,373.0,25.74,3938.183,9.23,4.02358706131480,0.970580913810527,0.25|0.2,373
(SbfI OR SdaI OR Sse8387I) AND (TscAI OR TspRI),277_857,120_700,389.0,26.85,4107.344,8.85,4.02361147626508,0.963218265171264,0.25|0.2,389
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (MseI OR SaqAI OR Tru1I),337_637,180_480,391.0,26.98,4128.862,8.8,4.02365361018698,0.962230999882164,0.25|0.2,391
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (Tru9I),337_637,180_480,391.0,26.98,4128.862,8.8,4.02365361018698,0.962230999882164,0.25|0.2,391
(BbvI OR BseXI OR Lsp1109I) AND (Csp6I OR CviQI),277_557,120_400,366.0,25.26,3866.505,9.4,4.02383749073119,0.984144718279983,0.25|0.2,366
(BfmI OR BstSFI OR SfcI) AND (SmlI OR SmoI),257_1137,100_980,370.0,25.53,3909.861,9.29,4.02395959394114,0.981234500271098,0.25|0.2,370
(BccI) AND (BpmI OR GsuI),337_1077,180_920,366.0,25.26,3869.114,9.39,4.02413044061568,0.966351202538916,0.25|0.2,366
(CspAI) AND (BtsIMutI),277_857,120_700,390.0,26.92,4123.03,8.81,4.02415188780082,0.975116959004592,0.25|0.2,390
(Alw21I OR BsiHKAI) AND (MnlI),257_357,100_200,481.0,33.2,5085.34,7.15,4.02417491828661,0.953355333606766,0.25|0.2,481
(AflIII) AND (MaeIII),257_597,100_440,365.0,25.19,3859.477,9.42,4.02423559270155,0.960461901604686,0.25|0.2,365
(CviAII) AND (DraI),377_917,220_760,365.0,25.19,3859.508,9.42,4.02423908101742,0.977965044128117,0.25|0.2,365
(DraI) AND (FatI),377_917,220_760,365.0,25.19,3859.625,9.42,4.02425224634425,0.977979219063595,0.25|0.2,365
(BshFI OR BsuRI OR HaeIII) AND (TspDTI),337_597,180_440,396.0,27.33,4187.804,8.68,4.02429116145799,0.974274046625096,0.25|0.2,396
(BtsIMutI) AND (HindIII),277_717,120_560,391.0,26.98,4134.957,8.79,4.02429424022672,0.982917611709801,0.25|0.2,391
(AlwI OR BspPI) AND (TscAI OR TspRI),277_857,120_700,526.0,36.3,5564.274,6.53,4.02442276353545,0.962673699123583,0.25|0.2,526
(BsiSI OR MspI) AND (FatI),297_537,140_380,436.0,30.09,4616.182,7.87,4.02479643393748,0.969848910900889,0.25|0.2,436
(BmrI OR BmuI) AND (MboII),277_517,120_360,381.0,26.29,4034.397,9.01,4.02485365653179,0.981553456220857,0.25|0.2,381
(MaeIII) AND (SmlI OR SmoI),277_597,120_440,382.0,26.36,4046.792,8.98,4.02504751986540,0.974281355167940,0.25|0.2,382
(HindIII) AND (MboII),257_517,100_360,393.0,27.12,4163.537,8.73,4.02506987806994,0.957255703827170,0.25|0.2,393
(AjnI OR EcoRII OR Psp6I OR PspGI) AND (MluCI OR Sse9I OR TasI),317_697,160_540,494.0,34.09,5234.582,6.94,4.02515505851598,0.991277787620135,0.25|0.2,494
(BccI) AND (TaqI),297_1117,140_960,400.0,27.61,4239.328,8.57,4.02523702823135,0.991109191109303,0.25|0.2,400
(BtsI) AND (TscAI OR TspRI),277_857,120_700,384.0,26.5,4070.257,8.93,4.02529060750095,0.966508412559065,0.25|0.2,384
(MboII),257_557,100_400,382.0,26.36,4050.047,8.97,4.02539670023437,0.964504709445279,0.25|0.2,382
(BtsIMutI) AND (KpnI),277_857,120_700,400.0,27.61,4241.062,8.57,4.02541463012044,0.978060515085961,0.25|0.2,400
(MaeIII) AND (PflFI OR PsyI OR Tth111I),277_777,120_620,365.0,25.19,3870.097,9.39,4.02542898584327,0.983667276017254,0.25|0.2,365
(Eam1105I) AND (BfaI OR FspBI OR MaeI OR SspMI OR XspI),337_977,180_820,368.0,25.4,3902.344,9.31,4.02547773206328,0.980284248149349,0.25|0.2,368
(BclI OR FbaI OR Ksp22I) AND (BstKTI),257_817,100_660,363.0,25.05,3850.166,9.44,4.02557282949312,0.986548947273485,0.25|0.2,363
(AspA2I OR AvrII OR BlnI OR XmaJI) AND (BtsIMutI),277_857,120_700,415.0,28.64,4402.07,8.26,4.02560884754159,0.972248038199198,0.25|0.2,415
(BciT130I OR BseBI OR Bst2UI OR BstNI OR MvaI) AND (MluCI OR Sse9I OR TasI),317_697,160_540,493.0,34.02,5230.218,6.95,4.02567287173611,0.982673516266992,0.25|0.2,493
(BamHI) AND (TscAI OR TspRI),277_857,120_700,416.0,28.71,4413.633,8.23,4.02570288748270,0.955248214702729,0.25|0.2,416
(BstMBI OR DpnII OR MboI) AND (BstXI),297_857,140_700,372.0,25.67,3948.768,9.2,4.02591867871674,0.990489844179388,0.25|0.2,372
(BfmI OR BstSFI OR SfcI) AND (MslI OR RseI),297_1137,140_980,372.0,25.67,3948.871,9.2,4.02593000674317,0.971282422948951,0.25|0.2,372
(BamHI) AND (BstKTI),257_817,100_660,363.0,25.05,3853.449,9.43,4.02594299048128,0.985968228383415,0.25|0.2,363
(BsaJI OR BseDI) AND (MseI OR SaqAI OR Tru1I),297_417,140_260,410.0,28.3,4352.499,8.35,4.02595482328915,0.962934260868256,0.25|0.2,410
(BsaJI OR BseDI) AND (Tru9I),297_417,140_260,410.0,28.3,4352.499,8.35,4.02595482328915,0.962934260868256,0.25|0.2,410
(BseMII) AND (MboII),277_437,120_280,483.0,33.33,5127.803,7.09,4.02598420134888,0.972493398375191,0.25|0.2,483
(BseMII) AND (FaeI OR Hin1II OR Hsp92II OR NlaIII),297_457,140_300,445.0,30.71,4724.515,7.69,4.02599722120092,0.966809116682436,0.25|0.2,445
(BglII) AND (BseGI OR BtsCI),257_1137,100_980,397.0,27.4,4215.283,8.62,4.02603623025519,0.983041948352393,0.25|0.2,397
(BstMBI OR DpnII OR MboI) AND (SbfI OR SdaI OR Sse8387I),257_817,100_660,367.0,25.33,3897.129,9.32,4.02607871748644,0.987700122021240,0.25|0.2,367
(AxyI OR Bse21I OR Bsu36I OR Eco81I) AND (BseGI OR BtsCI),257_1057,100_900,365.0,25.19,3876.005,9.38,4.02609146415729,0.979848095269770,0.25|0.2,365
(Eam1104I) AND (MboII),257_557,100_400,375.0,25.88,3983.064,9.12,4.02618601699533,0.965831175038624,0.25|0.2,375
(BstMBI OR DpnII OR MboI) AND (BglII),257_817,100_660,363.0,25.05,3855.742,9.43,4.02620134113737,0.986895247280719,0.25|0.2,363
(BamHI) AND (BstMBI OR DpnII OR MboI),257_817,100_660,363.0,25.05,3855.742,9.43,4.02620134113737,0.986895247280719,0.25|0.2,363
(BclI OR FbaI OR Ksp22I) AND (BstMBI OR DpnII OR MboI),257_817,100_660,363.0,25.05,3855.742,9.43,4.02620134113737,0.986895247280719,0.25|0.2,363
(BstMBI OR DpnII OR MboI),257_817,100_660,363.0,25.05,3855.742,9.43,4.02620134113737,0.986895247280719,0.25|0.2,363
(BstMBI OR DpnII OR MboI) AND (BstYI OR PsuI),257_817,100_660,363.0,25.05,3855.742,9.43,4.02620134113737,0.986895247280719,0.25|0.2,363
(BsaJI OR BseDI) AND (FatI),277_397,120_240,422.0,29.12,4482.576,8.11,4.02621521059677,0.966029982930579,0.25|0.2,422
(KpnI) AND (MboII),257_517,100_360,367.0,25.33,3899.604,9.32,4.02635444294191,0.958474240437984,0.25|0.2,367
(BstXI) AND (MaeIII),277_777,120_620,398.0,27.47,4229.245,8.59,4.02637977246457,0.982600876997465,0.25|0.2,398
(XmnI) AND (MboII),277_557,120_400,373.0,25.74,3963.708,9.17,4.02639282140624,0.976019583847656,0.25|0.2,373
(BbvI OR BseXI OR Lsp1109I) AND (SspI),257_1117,100_960,376.0,25.95,3995.592,9.1,4.02639328998287,0.989586535824556,0.25|0.2,376
(BspQI OR LguI OR SapI) AND (TscAI OR TspRI),277_877,120_720,408.0,28.16,4336.792,8.38,4.02650843004840,0.980894913294884,0.25|0.2,408
(BtsIMutI) AND (MaeIII),257_417,100_260,419.0,28.92,4453.956,8.16,4.02653189941929,0.947026580181353,0.25|0.2,419
(BalI OR MlsI OR MluNI OR Mox20I OR MscI OR Msp20I) AND (BstMBI OR DpnII OR MboI),277_817,120_660,381.0,26.29,4050.432,8.97,4.02657636981331,0.990168924273735,0.25|0.2,381
(BstMBI OR DpnII OR MboI) AND (BstENI OR EcoNI OR XagI),297_837,140_680,363.0,25.05,3861.1,9.41,4.02680442468060,0.983094746622035,0.25|0.2,363
(BspCNI) AND (MboII),277_437,120_280,482.0,33.26,5126.89,7.09,4.02680696129527,0.974825913630664,0.25|0.2,482
(BstMBI OR DpnII OR MboI) AND (MssI),257_817,100_660,365.0,25.19,3882.446,9.36,4.02681255948949,0.986855131562375,0.25|0.2,365
(HindIII) AND (MnlI),277_377,120_220,389.0,26.85,4137.795,8.78,4.02681936915718,0.972000723136223,0.25|0.2,389
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (BssAI),337_977,180_820,368.0,25.4,3914.59,9.28,4.02683846366886,0.973245435792028,0.25|0.2,368
(BseGI OR BtsCI) AND (HpyCH4V),297_457,140_300,390.0,26.92,4148.648,8.76,4.02684198081699,0.965959410509531,0.25|0.2,390
(BspCNI) AND (FaeI OR Hin1II OR Hsp92II OR NlaIII),297_437,140_280,415.0,28.64,4414.658,8.23,4.02684896806087,0.962738799557414,0.25|0.2,415
(BspQI OR LguI OR SapI) AND (MboII),257_557,100_400,379.0,26.16,4032.394,9.01,4.02692374989450,0.960577273847025,0.25|0.2,379
(BstMBI OR DpnII OR MboI) AND (BsaXI),257_717,100_560,408.0,28.16,4342.877,8.37,4.02711736625445,0.968200221538588,0.25|0.2,408
(BbvI OR BseXI OR Lsp1109I) AND (MluCI OR Sse9I OR TasI),357_997,200_840,387.0,26.71,4119.666,8.82,4.02715104221886,0.962985593485421,0.25|0.2,387
(BstKTI) AND (SbfI OR SdaI OR Sse8387I),257_817,100_660,366.0,25.26,3897.081,9.33,4.02725834721056,0.987693238807987,0.25|0.2,366
(BfaI OR FspBI OR MaeI OR SspMI OR XspI) AND (MluCI OR Sse9I OR TasI),337_937,180_780,413.0,28.5,4397.931,8.26,4.02729835969072,0.986787217555944,0.25|0.2,413
(TscAI OR TspRI),277_857,120_700,383.0,26.43,4078.585,8.91,4.02731074370957,0.962957066408499,0.25|0.2,383
(AlwI OR BspPI) AND (MaeIII),277_537,120_380,376.0,25.95,4004.131,9.08,4.02732043258253,0.978973948250695,0.25|0.2,376
(BtsIMutI) AND (MssI),277_857,120_700,385.0,26.57,4100.984,8.86,4.02742734538121,0.974761532684222,0.25|0.2,385
