#Chromosome	Start	End	Name	Summit	Score	ChIP	Control	FoldEnrichment	DistributionScore	FDR
chr1	66986788	66987032	Peak_13487	66986910	1.02	1.13	0.11	10.01	1.00	0.35
chr1	69108444	69108688	Peak_5062	69108566	4.85	4.98	0.13	38.57	1.00	0.02
chr1	69376853	69377097	Peak_8825	69376975	2.05	2.15	0.10	22.57	1.00	0.17
chr1	69445258	69445502	Peak_4981	69445380	4.95	5.12	0.16	31.43	1.00	0.00
chr1	71007265	71007509	Peak_5512	71007387	4.21	4.26	0.05	84.57	1.00	0.04
chr1	71024001	71024245	Peak_3764	71024123	7.15	7.29	0.15	49.94	1.00	0.00
chr1	71507357	71507601	Peak_789	71507479	25.73	26.00	0.26	98.53	1.00	0.00
chr1	71609107	71609351	Peak_10517	71609229	1.55	1.72	0.18	9.79	1.00	0.23
chr1	71644913	71645157	Peak_3413	71645035	8.05	8.15	0.10	81.75	1.00	0.00
chr1	71652601	71652845	Peak_4837	71652723	5.17	5.60	0.43	12.89	1.00	0.00
chr1	71875734	71875978	Peak_10684	71875856	1.51	1.73	0.23	7.63	1.00	0.22
chr1	72041366	72041610	Peak_8192	72041488	2.31	2.46	0.15	16.19	1.00	0.16
chr1	72121885	72122129	Peak_10729	72122007	1.50	1.68	0.18	9.31	1.00	0.23
chr1	72185089	72185333	Peak_11996	72185211	1.25	1.33	0.08	16.15	1.00	0.27
chr1	72212171	72212415	Peak_8783	72212293	2.07	7.54	0.08	95.46	0.28	0.17
chr1	72236273	72236517	Peak_3747	72236395	7.20	7.55	0.35	21.37	1.00	0.00
chr1	72307305	72307549	Peak_495	72307427	32.72	33.08	0.37	90.13	1.00	0.00
chr1	72427598	72427842	Peak_9388	72427720	1.87	2.27	0.41	5.60	1.00	0.16
chr1	72520123	72520367	Peak_10756	72520245	1.49	1.57	0.08	18.75	1.00	0.24
chr1	72641052	72641296	Peak_1747	72641174	15.29	15.65	0.36	43.97	1.00	0.00
chr1	72711158	72711402	Peak_1315	72711280	18.93	19.44	0.50	38.51	1.00	0.00
chr1	72726190	72726434	Peak_4407	72726312	5.88	5.95	0.08	78.65	1.00	0.00
chr1	72733468	72733712	Peak_8761	72733590	2.07	2.32	0.25	9.36	1.00	0.17
chr1	72871824	72872068	Peak_11973	72871946	1.25	1.48	0.22	6.57	1.00	0.27
chr1	72873567	72873811	Peak_9583	72873689	1.80	2.19	0.40	5.55	1.00	0.18
chr1	72963586	72963830	Peak_9461	72963708	1.84	2.01	0.17	11.79	1.00	0.16
chr1	73913434	73913678	Peak_6361	73913556	3.41	3.65	0.24	15.45	1.00	0.08
chr1	74006917	74007161	Peak_13013	74007039	1.08	1.27	0.18	6.95	1.00	0.33
chr1	74141867	74142111	Peak_3585	74141989	7.60	7.90	0.30	26.73	1.00	0.00
chr1	74192043	74192287	Peak_4930	74192165	5.03	5.22	0.20	26.50	1.00	0.00
chr1	74236214	74236458	Peak_210	74236336	47.24	47.80	0.24	196.29	0.99	0.00
chr1	74284806	74285050	Peak_2586	74284928	10.96	11.36	0.40	28.11	1.00	0.00
chr1	74332376	74332620	Peak_8808	74332498	2.06	2.29	0.23	10.06	1.00	0.17
chr1	74344266	74344510	Peak_10540	74344388	1.54	1.62	0.08	19.98	1.00	0.23
chr1	74376125	74376369	Peak_8547	74376247	2.16	2.47	0.31	7.88	1.00	0.16
chr1	74397676	74397920	Peak_3289	74397798	8.40	8.62	0.22	39.29	1.00	0.00
chr1	74408400	74408644	Peak_9435	74408522	1.85	2.14	0.29	7.37	1.00	0.16
chr1	74429479	74429723	Peak_8764	74429601	2.07	2.13	0.06	38.67	1.00	0.17
chr1	74505914	74506158	Peak_22	74506036	84.42	84.70	0.28	301.08	1.00	0.00
chr1	74595858	74596102	Peak_10503	74595980	1.55	2.00	0.45	4.43	1.00	0.23
chr1	74661432	74661676	Peak_4838	74661554	5.17	5.22	0.05	103.20	1.00	0.00
chr1	74765298	74765542	Peak_4129	74765420	6.35	6.45	0.11	59.52	1.00	0.00
chr1	74772129	74772373	Peak_12944	74772251	1.10	1.28	0.19	6.90	1.00	0.32
chr1	74784457	74784701	Peak_8061	74784579	2.37	2.75	0.38	7.28	1.00	0.16
chr1	74800475	74800719	Peak_9014	74800597	1.99	2.40	0.41	5.89	1.00	0.17
chr1	74803058	74803302	Peak_7432	74803180	2.68	2.97	0.30	9.97	1.00	0.13
chr1	74808241	74808485	Peak_3421	74808363	8.01	8.75	0.74	11.82	1.00	0.00
chr1	74892633	74892877	Peak_12270	74892755	1.20	1.50	0.31	4.91	1.00	0.32
chr1	74915679	74915923	Peak_3830	74915801	7.00	7.12	0.12	59.04	1.00	0.00
chr1	74926019	74926263	Peak_859	74926141	24.54	24.81	0.28	90.12	1.00	0.00
chr1	75124833	75125077	Peak_722	75124955	26.81	26.96	0.15	183.97	1.00	0.00
chr1	75142559	75142803	Peak_1906	75142681	14.33	14.64	0.32	46.24	1.00	0.00
chr1	75169100	75169344	Peak_8010	75169222	2.40	2.59	0.19	13.64	1.00	0.15
chr1	75180159	75180403	Peak_8625	75180281	2.13	2.52	0.40	6.35	1.00	0.16
chr1	75219199	75219443	Peak_10460	75219321	1.56	2.01	0.45	4.50	1.00	0.22
chr1	75251767	75252011	Peak_9088	75251889	1.96	2.28	0.32	7.17	1.00	0.16
chr1	75277491	75277735	Peak_4632	75277613	5.48	5.69	0.21	26.91	1.00	0.00
chr1	75317690	75317934	Peak_13277	75317812	1.05	1.29	0.25	5.23	1.00	0.35
chr1	75381513	75381757	Peak_4445	75381635	5.80	6.43	0.62	10.29	1.00	0.00
chr1	75423327	75423571	Peak_7077	75423449	2.90	3.14	0.24	13.29	1.00	0.11
chr1	75476258	75476502	Peak_2129	75476380	13.01	13.11	0.09	144.45	1.00	0.00
chr1	75492569	75492813	Peak_8378	75492691	2.23	2.91	0.69	4.24	1.00	0.17
chr1	75509733	75509977	Peak_7447	75509855	2.67	3.00	0.34	8.97	1.00	0.13
chr1	75516798	75517042	Peak_3715	75516920	7.27	7.53	0.26	28.83	1.00	0.00
chr1	75585623	75585867	Peak_6731	75585745	3.13	3.49	0.36	9.79	1.00	0.10
chr1	75601138	75601382	Peak_13204	75601260	1.06	1.28	0.22	5.73	1.00	0.33
chr1	75601898	75602142	Peak_11467	75602020	1.34	1.54	0.21	7.48	1.00	0.24
chr1	75685846	75686090	Peak_873	75685968	24.33	24.49	0.17	146.98	1.00	0.00
chr1	75866274	75866518	Peak_7102	75866396	2.88	3.18	0.29	10.82	1.00	0.13
chr1	75939639	75939883	Peak_2704	75939761	10.51	10.65	0.15	73.30	1.00	0.00
chr1	76102483	76102727	Peak_5948	76102605	3.78	3.89	0.10	37.15	1.00	0.03
chr1	77102502	77102746	Peak_1144	77102624	20.98	21.13	0.15	145.10	1.00	0.00
chr1	77379016	77379260	Peak_10313	77379138	1.60	1.77	0.18	9.94	1.00	0.22
chr1	77391497	77391741	Peak_588	77391619	29.99	30.36	0.37	83.00	1.00	0.00
chr1	77395454	77395698	Peak_9621	77395576	1.79	1.97	0.17	11.65	0.99	0.18
chr1	77422518	77422762	Peak_1489	77422640	17.27	17.42	0.16	110.07	1.00	0.00
chr1	77499740	77499984	Peak_11234	77499862	1.39	1.54	0.16	9.90	1.00	0.24
chr1	77500165	77500409	Peak_11620	77500287	1.31	1.52	0.21	7.15	1.00	0.26
chr1	77521519	77521763	Peak_3576	77521641	7.62	7.68	0.05	141.55	1.00	0.00
chr1	77975994	77976238	Peak_164	77976116	51.01	51.56	0.55	94.09	1.00	0.00
chr1	78008849	78009093	Peak_6669	78008971	3.18	3.32	0.14	24.19	1.00	0.09
chr1	78189823	78190067	Peak_6511	78189945	3.28	3.54	0.25	13.98	1.00	0.09
chr1	78192290	78192534	Peak_9438	78192412	1.85	2.01	0.16	12.25	1.00	0.16
chr1	78215899	78216143	Peak_8196	78216021	2.31	2.66	0.34	7.70	1.00	0.16
chr1	78228755	78228999	Peak_6911	78228877	3.02	3.25	0.23	13.95	1.00	0.12
chr1	78488746	78488990	Peak_1088	78488868	21.62	21.82	0.20	110.43	1.00	0.00
chr1	78532216	78532460	Peak_1483	78532338	17.37	17.63	0.25	69.46	1.00	0.00
chr1	78724473	78724717	Peak_1413	78724595	17.92	18.08	0.16	115.00	1.00	0.00
chr1	79571208	79571452	Peak_12147	79571330	1.22	1.39	0.16	8.81	0.99	0.30
chr1	79595714	79595958	Peak_10250	79595836	1.61	1.71	0.10	17.89	1.00	0.22
chr1	79672158	79672402	Peak_4494	79672280	5.71	6.16	0.45	13.76	1.00	0.00
chr1	79775870	79776114	Peak_404	79775992	35.97	36.37	0.39	92.19	1.00	0.00
chr1	80340548	80340792	Peak_11064	80340670	1.42	1.62	0.21	7.85	1.00	0.23
chr1	82289545	82289789	Peak_10316	82289667	1.59	1.84	0.24	7.53	1.00	0.22
chr1	82290343	82290587	Peak_6834	82290465	3.07	3.44	0.38	9.15	1.00	0.10
chr1	82292844	82293088	Peak_6293	82292966	3.46	3.79	0.33	11.49	1.00	0.08
chr1	82316363	82316607	Peak_1951	82316485	14.04	14.29	0.25	57.19	1.00	0.00
chr1	82409261	82409505	Peak_275	82409383	42.00	42.30	0.30	142.94	1.00	0.00
chr1	83038111	83038355	Peak_640	83038233	28.71	29.01	0.30	96.91	1.00	0.00
chr1	83159610	83159854	Peak_755	83159732	26.19	26.48	0.29	91.53	1.00	0.00
chr1	83470513	83470757	Peak_12323	83470635	1.19	1.35	0.16	8.53	1.00	0.32
chr1	84423473	84423717	Peak_10560	84423595	1.53	1.78	0.25	7.22	1.00	0.23
chr1	84717583	84717827	Peak_9841	84717705	1.73	2.05	0.32	6.43	1.00	0.18
chr1	84872084	84872328	Peak_13136	84872206	1.07	1.33	0.26	5.04	1.00	0.33
chr1	84891785	84892029	Peak_3209	84891907	8.66	8.86	0.20	44.19	1.00	0.00
chr1	85323226	85323470	Peak_3052	85323348	9.20	9.71	0.51	18.87	1.00	0.00
chr1	85771215	85771459	Peak_4044	85771337	6.52	6.64	0.12	55.87	1.00	0.00
chr1	85894348	85894592	Peak_6659	85894470	3.19	3.33	0.15	22.95	1.00	0.09
chr1	85963660	85963904	Peak_8098	85963782	2.35	2.53	0.18	13.78	1.00	0.16
chr1	86099198	86099442	Peak_8954	86099320	2.01	2.14	0.13	16.26	1.00	0.17
chr1	86114217	86114461	Peak_3681	86114339	7.35	7.43	0.09	87.16	1.00	0.00
chr1	86154085	86154329	Peak_10573	86154207	1.53	1.74	0.20	8.92	0.99	0.23
chr1	86310611	86310855	Peak_2731	86310733	10.40	10.74	0.34	31.67	1.00	0.00
chr1	86359506	86359750	Peak_1611	86359628	16.16	16.22	0.06	263.45	1.00	0.00
chr1	86387812	86388056	Peak_7595	86387934	2.60	2.95	0.35	8.43	1.00	0.13
chr1	86395685	86395929	Peak_8412	86395807	2.21	2.45	0.24	10.09	1.00	0.17
chr1	86399040	86399284	Peak_5762	86399162	3.98	4.28	0.30	14.08	1.00	0.03
chr1	86434485	86434729	Peak_6486	86434607	3.30	3.64	0.34	10.81	1.00	0.09
chr1	86442782	86443026	Peak_6891	86442904	3.03	3.46	0.43	7.99	1.00	0.10
chr1	86487260	86487504	Peak_723	86487382	26.78	27.04	0.26	105.41	1.00	0.00
chr1	86487539	86487783	Peak_2105	86487661	13.12	13.20	0.09	153.62	1.00	0.00
chr1	86526439	86526683	Peak_6598	86526561	3.22	3.48	0.26	13.44	1.00	0.09
chr1	86582730	86582974	Peak_7973	86582852	2.41	2.91	0.50	5.81	1.00	0.15
chr1	86670152	86670396	Peak_12898	86670274	1.10	1.42	0.32	4.49	1.00	0.32
chr1	86670456	86670700	Peak_9796	86670578	1.74	1.95	0.21	9.32	1.00	0.18
chr1	87055278	87055522	Peak_5967	87055400	3.76	3.97	0.21	19.05	1.00	0.03
chr1	87087846	87088090	Peak_2895	87087968	9.76	9.82	0.05	181.05	1.00	0.00
chr1	87099560	87099804	Peak_5275	87099682	4.52	5.13	0.61	8.44	1.00	0.04
chr1	87186604	87186848	Peak_11717	87186726	1.29	1.53	0.24	6.44	1.00	0.26
chr1	87326678	87326922	Peak_614	87326800	29.37	29.52	0.15	196.46	1.00	0.00
chr1	87636708	87636952	Peak_9215	87636830	1.92	2.35	0.43	5.47	1.00	0.16
chr1	87696475	87696719	Peak_7040	87696597	2.93	3.03	0.10	29.43	1.00	0.11
chr1	87755847	87756091	Peak_10191	87755969	1.63	1.91	0.27	7.05	0.99	0.21
chr1	88277560	88277804	Peak_595	88277682	29.83	30.40	0.58	52.73	1.00	0.00
chr1	88326414	88326658	Peak_2274	88326536	12.29	12.51	0.21	58.87	1.00	0.00
chr1	88705807	88706051	Peak_284	88705929	41.44	41.63	0.19	224.25	1.00	0.00
chr1	89023000	89023244	Peak_2115	89023122	13.08	13.21	0.13	100.83	1.00	0.00
chr1	89044234	89044478	Peak_12076	89044356	1.23	1.45	0.12	11.79	0.93	0.29
chr1	89071157	89071401	Peak_11414	89071279	1.35	1.49	0.14	10.64	1.00	0.24
chr1	89131277	89131521	Peak_4337	89131399	5.99	6.08	0.09	67.54	1.00	0.00
chr1	89189274	89189518	Peak_12927	89189396	1.10	1.49	0.39	3.82	1.00	0.32
chr1	89276865	89277109	Peak_11600	89276987	1.31	1.51	0.19	7.77	1.00	0.26
chr1	89457952	89458196	Peak_7270	89458074	2.77	2.96	0.19	15.73	1.00	0.12
chr1	89541098	89541342	Peak_6912	89541220	3.01	3.28	0.26	12.52	1.00	0.12
chr1	89743403	89743647	Peak_11755	89743525	1.29	1.53	0.24	6.41	1.00	0.27
chr1	89807632	89807876	Peak_208	89807754	47.36	47.56	0.20	239.15	1.00	0.00
chr1	89839094	89839338	Peak_10133	89839216	1.64	1.78	0.14	13.04	1.00	0.21
chr1	89892064	89892308	Peak_11000	89892186	1.43	2.02	0.59	3.44	1.00	0.24
chr1	89933784	89934028	Peak_8022	89933906	2.39	2.68	0.28	9.39	1.00	0.15
chr1	89966147	89966391	Peak_13294	89966269	1.04	1.20	0.15	7.88	1.00	0.35
chr1	89977717	89977961	Peak_6747	89977839	3.12	3.23	0.11	29.13	1.00	0.10
chr1	90191501	90191745	Peak_2827	90191623	10.05	10.27	0.22	46.16	1.00	0.00
chr1	90202263	90202507	Peak_1580	90202385	16.49	16.81	0.32	51.85	1.00	0.00
chr1	90203769	90204013	Peak_9650	90203891	1.78	1.92	0.14	14.17	1.00	0.18
chr1	90424238	90424482	Peak_12505	90424360	1.16	1.26	0.09	13.24	1.00	0.31
chr1	90469798	90470042	Peak_12874	90469920	1.10	1.37	0.15	8.99	0.91	0.32
chr1	90489493	90489737	Peak_8234	90489615	2.29	2.52	0.22	11.32	1.00	0.17
chr1	90547223	90547467	Peak_1931	90547345	14.16	14.31	0.15	93.63	1.00	0.00
chr1	90602922	90603166	Peak_5201	90603044	4.65	4.77	0.12	39.65	1.00	0.04
chr1	90603319	90603563	Peak_522	90603441	32.00	32.44	0.44	73.68	1.00	0.00
chr1	91026402	91026646	Peak_10288	91026524	1.60	1.75	0.14	12.13	1.00	0.22
chr1	91073268	91073512	Peak_6283	91073390	3.47	3.78	0.32	11.98	1.00	0.08
chr1	91144838	91145082	Peak_3025	91144960	9.28	9.71	0.43	22.74	1.00	0.00
chr1	91250141	91250385	Peak_12576	91250263	1.15	1.30	0.15	8.67	1.00	0.31
chr1	91412699	91412943	Peak_6126	91412821	3.61	3.95	0.33	11.81	1.00	0.05
chr1	91664656	91664900	Peak_4520	91664778	5.67	5.80	0.14	42.55	1.00	0.00
chr1	91747585	91747829	Peak_3519	91747707	7.74	7.88	0.13	59.96	1.00	0.00
chr1	91833225	91833469	Peak_10634	91833347	1.52	1.63	0.11	14.91	1.00	0.23
chr1	91909979	91910223	Peak_12580	91910101	1.15	1.48	0.32	4.55	1.00	0.31
chr1	91958774	91959018	Peak_8878	91958896	2.03	2.12	0.08	25.62	1.00	0.17
chr1	92180752	92180996	Peak_11349	92180874	1.36	2.50	0.14	17.88	0.58	0.25
chr1	92473666	92473910	Peak_9730	92473788	1.76	1.81	0.05	35.32	1.00	0.18
chr1	92667629	92667873	Peak_9262	92667751	1.91	2.03	0.13	15.94	1.00	0.16
chr1	92934559	92934803	Peak_6773	92934681	3.11	3.46	0.36	9.74	1.00	0.10
chr1	93224095	93224339	Peak_2780	93224217	10.22	10.43	0.21	49.10	1.00	0.00
chr1	93342781	93343025	Peak_5357	93342903	4.41	4.86	0.45	10.81	1.00	0.04
chr1	93343114	93343358	Peak_9150	93343236	1.94	2.12	0.18	11.79	1.00	0.16
chr1	93343428	93343672	Peak_4397	93343550	5.90	6.10	0.20	30.58	1.00	0.00
chr1	93478718	93478962	Peak_1551	93478840	16.67	16.92	0.25	68.39	1.00	0.00
chr1	93635846	93636090	Peak_3318	93635968	8.31	8.37	0.06	143.12	1.00	0.00
chr1	93685822	93686066	Peak_6899	93685944	3.02	3.19	0.16	19.33	1.00	0.12
chr1	93687743	93687987	Peak_8978	93687865	2.00	2.27	0.27	8.37	1.00	0.17
chr1	93801934	93802178	Peak_4701	93802056	5.39	5.92	0.54	11.06	1.00	0.00
chr1	93825093	93825337	Peak_1596	93825215	16.30	16.79	0.49	34.00	1.00	0.00
chr1	93825419	93825663	Peak_98	93825541	59.34	59.69	0.35	171.46	1.00	0.00
chr1	95121078	95121322	Peak_10275	95121200	1.61	1.73	0.12	13.91	1.00	0.22
chr1	95313422	95313666	Peak_1085	95313544	21.62	21.83	0.21	104.15	1.00	0.00
chr1	95667631	95667875	Peak_10555	95667753	1.53	1.80	0.26	6.83	1.00	0.23
chr1	96876030	96876274	Peak_12411	96876152	1.18	1.32	0.14	9.56	1.00	0.31
chr1	97570995	97571239	Peak_11942	97571117	1.26	1.41	0.15	9.12	1.00	0.27
chr1	97770046	97770290	Peak_13463	97770168	1.02	1.21	0.19	6.29	1.00	0.35
chr1	97770272	97770516	Peak_8375	97770394	2.23	2.45	0.23	10.89	1.00	0.17
chr1	98142503	98142747	Peak_10357	98142625	1.58	1.76	0.18	10.01	1.00	0.22
chr1	99631062	99631306	Peak_2892	99631184	9.78	9.89	0.10	95.04	1.00	0.00
chr1	102612201	102612445	Peak_13393	102612323	1.03	1.08	0.05	21.44	1.00	0.35
chr1	105863215	105863459	Peak_10804	105863337	1.48	1.63	0.15	10.87	1.00	0.24
chr1	105881108	105881352	Peak_12584	105881230	1.15	1.40	0.25	5.65	1.00	0.31
chr1	105962866	105963110	Peak_4727	105962988	5.35	5.65	0.30	19.13	1.00	0.00
chr1	106130072	106130316	Peak_7074	106130194	2.91	2.96	0.05	57.87	1.00	0.11
chr1	106171419	106171663	Peak_4572	106171541	5.57	5.75	0.18	31.59	1.00	0.00
chr1	106277813	106278057	Peak_12279	106277935	1.20	1.31	0.12	11.29	1.00	0.32
chr1	106301391	106301635	Peak_10934	106301513	1.45	1.68	0.23	7.29	1.00	0.24
chr1	106637834	106638078	Peak_4154	106637956	6.31	6.67	0.36	18.62	1.00	0.00
chr1	106723589	106723833	Peak_1517	106723711	17.02	17.18	0.17	103.56	1.00	0.00
chr1	106759720	106759964	Peak_3119	106759842	8.94	9.10	0.16	56.95	1.00	0.00
chr1	106796590	106796834	Peak_12441	106796712	1.17	1.55	0.38	4.07	1.00	0.31
chr1	107481430	107481674	Peak_6708	107481552	3.15	3.27	0.12	27.69	1.00	0.09
chr1	109530210	109530454	Peak_8979	109530332	2.00	2.14	0.14	15.60	1.00	0.17
chr1	110360848	110361092	Peak_6689	110360970	3.17	3.46	0.29	11.86	1.00	0.09
chr1	114286531	114286775	Peak_7159	114286653	2.85	2.96	0.11	27.26	1.00	0.13
chr1	114374076	114374320	Peak_10820	114374198	1.47	1.87	0.40	4.71	1.00	0.24
chr1	115684579	115684823	Peak_8191	115684701	2.31	2.50	0.19	13.15	1.00	0.16
chr1	118012784	118013028	Peak_9804	118012906	1.74	2.08	0.11	19.59	0.88	0.18
chr1	118257374	118257618	Peak_10344	118257496	1.59	1.67	0.08	20.13	1.00	0.22
chr1	118388782	118389026	Peak_8337	118388904	2.24	2.69	0.45	5.98	1.00	0.17
chr1	118389249	118389493	Peak_1212	118389371	20.05	20.44	0.39	52.43	1.00	0.00
chr1	118393495	118393739	Peak_5830	118393617	3.90	4.11	0.21	19.30	1.00	0.03
chr1	118459463	118459707	Peak_11192	118459585	1.39	1.60	0.21	7.66	1.00	0.23
chr1	118588533	118588777	Peak_7352	118588655	2.72	2.99	0.27	11.22	1.00	0.14
chr1	118710711	118710955	Peak_13273	118710833	1.05	1.25	0.21	6.05	1.00	0.35
chr1	118724412	118724656	Peak_13502	118724534	1.01	1.10	0.09	12.66	1.00	0.35
chr1	118742377	118742621	Peak_2918	118742499	9.68	9.98	0.30	33.62	1.00	0.00
chr1	118956054	118956298	Peak_12080	118956176	1.23	1.39	0.16	8.75	1.00	0.29
chr1	119013521	119013765	Peak_8563	119013643	2.15	2.34	0.19	12.62	1.00	0.16
chr1	119029676	119029920	Peak_5035	119029798	4.88	5.15	0.27	19.17	1.00	0.02
chr1	119064993	119065237	Peak_1033	119065115	22.29	22.57	0.27	82.91	1.00	0.00
chr1	119076387	119076631	Peak_2194	119076509	12.69	12.86	0.17	76.44	1.00	0.00
chr1	119105986	119106230	Peak_13337	119106108	1.04	1.15	0.10	11.30	0.99	0.35
chr1	119390152	119390396	Peak_13326	119390274	1.04	1.25	0.21	5.93	1.00	0.35
chr1	119487328	119487572	Peak_11076	119487450	1.42	1.79	0.37	4.83	1.00	0.23
chr1	119488008	119488252	Peak_3354	119488130	8.19	8.25	0.06	137.03	1.00	0.00
chr1	119502675	119502919	Peak_11735	119502797	1.29	1.47	0.18	8.18	1.00	0.26
chr1	119642471	119642715	Peak_4025	119642593	6.57	6.86	0.29	23.52	1.00	0.00
chr1	119837368	119837612	Peak_4085	119837490	6.43	6.51	0.08	78.79	1.00	0.00
chr1	119899838	119900082	Peak_8942	119899960	2.01	2.32	0.31	7.47	1.00	0.17
chr1	119913017	119913261	Peak_6377	119913139	3.40	3.59	0.19	18.69	1.00	0.08
chr1	120019626	120019870	Peak_13429	120019748	1.03	1.16	0.14	8.49	1.00	0.35
chr1	120079959	120080203	Peak_7958	120080081	2.42	2.63	0.21	12.55	1.00	0.15
chr1	120086701	120086945	Peak_17	120086823	89.09	89.40	0.32	283.41	1.00	0.00
chr1	120121072	120121316	Peak_661	120121194	28.12	28.50	0.39	73.80	1.00	0.00
chr1	120358528	120358772	Peak_4964	120358650	4.98	5.18	0.20	26.21	1.00	0.00
chr1	120385043	120385287	Peak_5372	120385165	4.38	4.71	0.33	14.25	1.00	0.04
chr1	120473623	120473867	Peak_6156	120473745	3.58	3.73	0.14	26.07	1.00	0.06
chr1	121327663	121327907	Peak_5606	121327785	4.12	4.19	0.07	62.62	1.00	0.04
chr1	121327902	121328146	Peak_3864	121328024	6.91	7.15	0.24	30.37	1.00	0.00
chr1	121369646	121369890	Peak_8420	121369768	2.21	2.43	0.22	11.11	1.00	0.17
chr1	121430939	121431183	Peak_14	121431061	91.19	91.64	0.44	206.49	1.00	0.00
chr1	121527586	121527830	Peak_13418	121527708	1.03	1.32	0.29	4.55	1.00	0.35
chr1	121567806	121568050	Peak_8317	121567928	2.25	2.58	0.33	7.90	1.00	0.17
chr1	121735427	121735671	Peak_8842	121735549	2.05	2.18	0.13	16.49	1.00	0.17
chr1	121798637	121798881	Peak_2190	121798759	12.73	12.87	0.14	94.51	1.00	0.00
chr1	122823810	122824054	Peak_10611	122823932	1.52	1.70	0.18	9.50	1.00	0.23
chr1	124548832	124549076	Peak_5960	124548954	3.77	3.82	0.05	75.89	1.00	0.03
chr1	125368377	125368621	Peak_4707	125368499	5.38	5.59	0.22	25.60	1.00	0.00
chr1	125391204	125391448	Peak_6754	125391326	3.11	3.31	0.19	17.00	1.00	0.10
chr1	125435771	125436015	Peak_252	125435893	43.78	44.10	0.32	138.19	1.00	0.00
chr1	125614134	125614378	Peak_8941	125614256	2.01	2.11	0.10	21.51	1.00	0.17
chr1	125840254	125840498	Peak_10833	125840376	1.47	1.74	0.27	6.53	1.00	0.24
chr1	125904174	125904418	Peak_3013	125904296	9.33	9.45	0.12	77.84	1.00	0.00
chr1	126012043	126012287	Peak_11245	126012165	1.38	1.57	0.19	8.41	1.00	0.24
chr1	126335328	126335572	Peak_9383	126335450	1.87	2.06	0.19	10.90	1.00	0.16
chr1	126568762	126569006	Peak_6084	126568884	3.66	3.83	0.16	23.51	1.00	0.03
chr1	126706656	126706900	Peak_2504	126706778	11.31	11.58	0.27	42.86	1.00	0.00
chr1	126729665	126729909	Peak_12850	126729787	1.11	1.24	0.13	9.29	1.00	0.32
chr1	126953616	126953860	Peak_7939	126953738	2.43	2.52	0.09	27.26	1.00	0.15
chr1	127196998	127197242	Peak_3790	127197120	7.09	7.20	0.11	67.51	1.00	0.00
chr1	127206018	127206262	Peak_5094	127206140	4.81	4.87	0.06	76.37	1.00	0.02
chr1	127258499	127258743	Peak_5587	127258621	4.14	4.33	0.19	23.01	1.00	0.04
chr1	127507074	127507318	Peak_6705	127507196	3.15	3.32	0.17	19.52	1.00	0.09
chr1	127773922	127774166	Peak_1543	127774044	16.76	16.87	0.12	144.66	1.00	0.00
chr1	127925536	127925780	Peak_12595	127925658	1.15	1.34	0.19	6.91	1.00	0.31
chr1	128288160	128288404	Peak_11896	128288282	1.26	1.49	0.23	6.61	1.00	0.27
chr1	128359711	128359955	Peak_3308	128359833	8.36	8.52	0.16	53.47	1.00	0.00
chr1	128592193	128592437	Peak_1114	128592315	21.36	21.48	0.11	195.47	1.00	0.00
chr1	128638304	128638548	Peak_11968	128638426	1.25	1.30	0.05	25.67	1.00	0.27
chr1	128799541	128799785	Peak_2226	128799663	12.54	12.93	0.39	33.03	1.00	0.00
chr1	129035380	129035624	Peak_7509	129035502	2.63	2.74	0.11	25.74	1.00	0.13
chr1	129273309	129273553	Peak_11925	129273431	1.26	1.47	0.21	7.09	1.00	0.27
chr1	129537279	129537523	Peak_6792	129537401	3.10	3.15	0.05	60.22	1.00	0.10
chr1	130377837	130378081	Peak_1343	130377959	18.65	19.03	0.38	50.52	1.00	0.00
chr1	130422807	130423051	Peak_7066	130422929	2.91	3.09	0.18	17.30	1.00	0.11
chr1	130764028	130764272	Peak_4833	130764150	5.17	5.69	0.52	10.97	1.00	0.00
chr1	131274775	131275019	Peak_7863	131274897	2.46	2.69	0.24	11.44	1.00	0.13
chr1	131555291	131555535	Peak_8387	131555413	2.22	2.34	0.12	19.95	1.00	0.17
chr1	131566149	131566393	Peak_8132	131566271	2.33	2.62	0.28	9.19	1.00	0.16
chr1	131613690	131613934	Peak_5156	131613812	4.71	4.85	0.13	35.94	1.00	0.04
chr1	131658106	131658350	Peak_42	131658228	74.36	74.55	0.18	403.17	1.00	0.00
chr1	131910339	131910583	Peak_11898	131910461	1.26	1.55	0.29	5.39	1.00	0.27
chr1	131962827	131963071	Peak_10188	131962949	1.63	2.05	0.05	40.78	0.81	0.21
chr1	132025742	132025986	Peak_4990	132025864	4.94	5.11	0.17	30.76	1.00	0.00
chr1	132075685	132075929	Peak_12152	132075807	1.22	1.77	0.55	3.23	1.00	0.30
chr1	132212385	132212629	Peak_2170	132212507	12.80	13.24	0.45	29.74	1.00	0.00
chr1	132217567	132217811	Peak_7869	132217689	2.45	2.51	0.06	43.71	1.00	0.13
chr1	132234794	132235038	Peak_4985	132234916	4.95	5.19	0.24	21.84	1.00	0.00
chr1	132477270	132477514	Peak_7302	132477392	2.75	2.95	0.20	14.70	1.00	0.12
chr1	132542772	132543016	Peak_12903	132542894	1.10	1.34	0.24	5.62	1.00	0.32
chr1	132604629	132604873	Peak_12489	132604751	1.17	1.49	0.32	4.60	1.00	0.31
